image_path,label,num_potholes,x,y,w,h
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027413.JPG,1,3,2674,1024,222,60
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027413.JPG,1,3,2312,1054,132,62
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027413.JPG,1,3,2056,922,174,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027414.JPG,1,2,2150,1094,328,74
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027414.JPG,1,2,2720,886,130,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027414.JPG,1,2,2150,1094,328,74
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027414.JPG,1,2,2720,886,130,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,2604,1180,328,86
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,2230,1218,318,82
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,3112,996,112,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,2930,1024,74,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,2716,978,52,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,2616,964,50,14
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,1678,1094,96,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,2604,1180,328,86
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,2230,1218,318,82
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,3112,996,112,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,2930,1024,74,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,2716,978,52,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,2616,964,50,14
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027506.JPG,1,7,1678,1094,96,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027515.JPG,1,1,1886,782,38,10
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027515.JPG,1,1,1886,782,38,10
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027527.JPG,1,4,1722,1094,128,54
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027527.JPG,1,4,1854,1028,136,40
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027527.JPG,1,4,1976,878,188,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027527.JPG,1,4,1752,962,86,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027527.JPG,1,4,1722,1094,128,54
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027527.JPG,1,4,1854,1028,136,40
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027527.JPG,1,4,1976,878,188,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027527.JPG,1,4,1752,962,86,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027590.JPG,1,1,1894,876,68,16
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027590.JPG,1,1,1894,876,68,16
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027591.JPG,1,3,1864,958,112,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027591.JPG,1,3,2884,916,98,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027591.JPG,1,3,2710,900,154,46
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027591.JPG,1,3,1864,958,112,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027591.JPG,1,3,2884,916,98,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027591.JPG,1,3,2710,900,154,46
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027630.JPG,1,1,2830,956,84,32
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027630.JPG,1,1,2830,956,84,32
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027662.JPG,1,1,2400,1110,228,98
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027662.JPG,1,1,2400,1110,228,98
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027797.JPG,1,5,2070,700,60,32
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027797.JPG,1,5,2532,654,84,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027797.JPG,1,5,2308,606,38,10
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027797.JPG,1,5,2214,582,26,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027797.JPG,1,5,2154,586,32,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027798.JPG,1,6,2180,828,168,84
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027798.JPG,1,6,2756,718,128,36
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027798.JPG,1,6,2418,632,56,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027798.JPG,1,6,2210,614,44,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027798.JPG,1,6,2282,608,36,10
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027798.JPG,1,6,1830,762,60,16
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027799.JPG,1,6,1768,966,118,40
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027799.JPG,1,6,1884,772,104,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027799.JPG,1,6,1848,674,172,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027799.JPG,1,6,3136,842,182,54
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027799.JPG,1,6,2580,696,76,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027799.JPG,1,6,2288,652,62,14
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027800.JPG,1,3,1822,750,222,30
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027800.JPG,1,3,2406,714,64,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027800.JPG,1,3,2820,796,80,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027802.JPG,1,2,2904,936,186,60
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027802.JPG,1,2,1238,910,244,104
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027822.JPG,1,2,1454,808,64,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027822.JPG,1,2,2160,628,32,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027849.JPG,1,2,2406,758,114,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027849.JPG,1,2,2336,704,44,16
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027850.JPG,1,1,2290,568,40,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027854.JPG,1,2,3426,890,158,46
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027854.JPG,1,2,2676,534,80,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027855.JPG,1,1,2790,540,86,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027858.JPG,1,1,3282,602,108,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027860.JPG,1,1,2258,970,210,54
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027860.JPG,1,1,2258,970,210,54
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027861.JPG,1,1,2302,1018,296,76
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027861.JPG,1,1,2302,1018,296,76
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027878.JPG,1,6,74,1220,62,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027878.JPG,1,6,102,1208,48,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027878.JPG,1,6,138,1186,82,40
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027878.JPG,1,6,352,1162,84,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027878.JPG,1,6,336,1186,54,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027878.JPG,1,6,1240,954,86,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027878.JPG,1,6,74,1220,62,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027878.JPG,1,6,102,1208,48,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027878.JPG,1,6,138,1186,82,40
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027878.JPG,1,6,352,1162,84,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027878.JPG,1,6,336,1186,54,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027878.JPG,1,6,1240,954,86,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027879.JPG,1,1,932,1072,160,38
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027879.JPG,1,1,932,1072,160,38
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027889.JPG,1,1,1822,790,60,14
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027889.JPG,1,1,1822,790,60,14
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027890.JPG,1,1,1794,876,102,36
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027890.JPG,1,1,1794,876,102,36
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027891.JPG,1,3,1698,1188,136,48
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027891.JPG,1,3,1838,796,94,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027891.JPG,1,3,1754,836,86,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027891.JPG,1,3,1698,1188,136,48
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027891.JPG,1,3,1838,796,94,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027891.JPG,1,3,1754,836,86,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027892.JPG,1,2,1590,1058,190,60
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027892.JPG,1,2,1798,922,142,60
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027892.JPG,1,2,1590,1058,190,60
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027892.JPG,1,2,1798,922,142,60
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027894.JPG,1,1,2454,948,122,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027894.JPG,1,1,2454,948,122,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027931.JPG,1,5,1386,894,94,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027931.JPG,1,5,1484,910,98,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027931.JPG,1,5,1854,910,230,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027931.JPG,1,5,1852,930,168,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027931.JPG,1,5,3138,862,88,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027931.JPG,1,5,1386,894,94,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027931.JPG,1,5,1484,910,98,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027931.JPG,1,5,1854,910,230,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027931.JPG,1,5,1852,930,168,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027931.JPG,1,5,3138,862,88,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027932.JPG,1,4,1918,952,330,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027932.JPG,1,4,1898,986,252,36
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027932.JPG,1,4,1448,936,116,30
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027932.JPG,1,4,1338,912,112,34
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027932.JPG,1,4,1918,952,330,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027932.JPG,1,4,1898,986,252,36
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027932.JPG,1,4,1448,936,116,30
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027932.JPG,1,4,1338,912,112,34
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027934.JPG,1,3,578,1064,178,60
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027934.JPG,1,3,632,1140,234,66
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027934.JPG,1,3,1312,1196,1058,90
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027934.JPG,1,3,578,1064,178,60
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027934.JPG,1,3,632,1140,234,66
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027934.JPG,1,3,1312,1196,1058,90
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027976.JPG,1,2,2952,1092,230,86
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027976.JPG,1,2,1590,938,118,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027976.JPG,1,2,2952,1092,230,86
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027976.JPG,1,2,1590,938,118,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027977.JPG,1,1,1362,1096,230,54
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027977.JPG,1,1,1362,1096,230,54
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027990.JPG,1,3,2274,1118,168,46
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027990.JPG,1,3,2400,958,60,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027990.JPG,1,3,2144,822,64,16
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027990.JPG,1,3,2274,1118,168,46
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027990.JPG,1,3,2400,958,60,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027990.JPG,1,3,2144,822,64,16
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027991.JPG,1,2,2880,1248,110,42
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027991.JPG,1,2,2168,864,78,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027991.JPG,1,2,2880,1248,110,42
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027991.JPG,1,2,2168,864,78,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027992.JPG,1,1,2258,936,128,34
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027992.JPG,1,1,2258,936,128,34
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0027993.JPG,1,1,2576,1182,324,96
